1,x1,x1^2,x1^3,x1^4,x1^5,x1^6,x1^7,x1^8,x1^9,x1^10,y
1.0,7.957142857,63.316122446706125,503.815431459745,4008.9313616862833,31899.63954884529,253829.988976969,2019761.4836804776,16071530.662711835,127883465.41385394,1017587003.3462545,2.464748937
1.0,7.964285714,63.429846934224486,505.1734237794508,4023.345482099148,32043.072945568685,255200.18809305257,2032487.2122396114,16187308.868327623,128920352.76812719,1026758523.7950357,3.072082351
1.0,7.971428571,63.5436734625551,506.5338541457062,4037.798437115829,32187.021825564265,256576.54539570355,2045281.6046157896,16303816.21877503,129964706.42267646,1036004373.9993503,2.696966015
1.0,7.978571429,63.6576020476551,507.8967249360728,4052.290298457622,32331.487597287865,257959.0832007888,2058144.9710768473,16421056.662973763,131016573.52519254,1045325090.253579,2.97093854
1.0,7.985714286,63.771632657624494,509.2620379555361,4066.8211318189988,32476.47161097367,259347.82330262588,2071077.6175907834,16539034.118209565,132076001.03442754,1054721208.2983788,2.888564926
1.0,7.992857143,63.88576530840613,510.62979558131553,4081.3910090407476,32621.975279987317,260742.78813541605,2084079.8566338958,16657752.568678651,133143036.60488975,1064193271.1681036,3.187516438
1.0,8.0,64.0,512.0,4096.0,32768.0,262144.0,2097152.0,16777216.0,134217728.0,1073741824.0,2.820337243
1.0,8.014285714,64.22877550562448,514.7477579624394,4125.335602951908,33061.61818819305,264965.25432735815,2123507.252462123,17018393.83698258,136390270.60295513,1093070597.2218575,3.100986786
1.0,8.021428571,64.34331631965509,516.1253158793719,4140.062355011193,33209.21446020833,266385.3416915814,2136790.9907404487,17140116.303380832,137488218.6262019,1102851925.0641103,2.72736535
1.0,8.028571429,64.45795919055509,517.5053295289385,4154.828503011266,33357.337411671084,267811.76609085524,2150145.893587071,17262599.88943483,138594016.26257503,1112711959.1960711,3.14655424
1.0,8.042857143,64.68755102270613,520.2727318061491,4184.47925731521,33655.16888443298,270683.71546103316,2177070.4543895503,17509866.65490125,140829356.09835005,1132670392.6397054,3.069465291
1.0,8.05,64.80250000000001,521.6601250000001,4199.364006250001,33804.88025031251,272129.28601501574,2190640.7524208766,17634658.056988057,141958997.35875386,1142769928.7379687,2.989022138
1.0,8.057142857,64.91755101810612,523.0499824794668,4214.288430188411,33955.12392263031,273581.2841717706,2204283.489573469,17760226.97281991,143096685.89275467,1152950440.601181,3.099830937
1.0,8.071428571,65.14795917675511,525.8370990416029,4244.25658489615,34257.21386198568,276504.6547284885,2231787.570190012,18013713.958434332,145396405.51392838,1173556701.5858235,2.980769475
1.0,8.078571429,65.26331633345511,527.2343626932395,4259.300458840628,34409.06299431649,277976.0732045464,2245649.5629358613,18141640.398679987,146558537.7999683,1183983616.1468406,3.307506857
1.0,8.085714286,65.37877551482448,528.6340991814034,4274.384287817814,34561.450099862435,279454.0108173338,2259585.2875457145,18270361.039943803,147728919.27105144,1194493833.0052812,2.985256629
1.0,8.1,65.61,531.4409999999999,4304.672099999999,34867.844009999986,282429.5364809999,2287679.245496099,18530201.8885184,150094635.29699904,1215766545.905692,3.274145035
1.0,8.107142857,65.72576530380611,532.8481687036101,4319.876224771003,35021.85367877636,283927.17089079093,2301838.135395494,18661330.597341776,151290073.0543549,1226530235.0976214,3.218427029
1.0,8.114285714,65.84163264842448,534.2578191855467,4335.120589810077,35176.40707036316,285431.41736089636,2316072.072218293,18793270.52819527,152493966.5662721,1237379614.3798952,3.841924694
1.0,8.121428571,65.95760203385508,535.6699536323983,4350.405266056405,35331.50562317934,286942.2992245358,2330381.387150576,18926025.978931297,153706368.12078086,1248315289.600753,2.966268883
1.0,8.128571429,66.07367347635511,537.0845744289753,4365.730326659993,35487.15080000726,288459.8400895535,2344766.414565854,19059601.28511877,154927330.45434812,1259337871.9024558,3.46809322
1.0,8.135714286,66.1898469434245,538.5016833657721,4381.0958383939615,35643.3440007569,289984.06298777036,2359227.4839619272,19194000.74519289,156156906.06816044,1270447971.556293,3.183964604
1.0,8.142857143,66.30612245130614,539.9212828272509,4396.501874527604,35800.08669320999,291514.99164982425,2373764.932047357,19329228.73272473,157395148.2549484,1281646207.2413507,3.176190863
1.0,8.15,66.4225,541.343375,4411.948506250001,35957.380325937505,293052.64965639065,2388379.094699584,19465289.62180161,158642110.41768312,1292933199.9041176,3.524498355
1.0,8.157142857,66.53897958950613,542.7679620706087,4427.435804812713,36115.22635005407,294597.0606502818,2403070.308976642,19602187.805737596,159897846.24114493,1304309574.3156397,4.106652494
1.0,8.178571429,66.8890306192551,547.0567147361459,4474.142417183646,36592.09334245516,299271.0491379049,2447609.652006124,20017950.36924192,163718236.95702195,1338981295.1829517,3.4631305
1.0,8.185714286,67.00591837202448,548.4913032644306,4489.793096878408,36752.16349430176,300842.7097567136,2462612.467094482,20158242.052777003,165009609.95206267,1350721521.511887,4.157738571
1.0,8.192857143,67.12290816560612,549.9283976235191,4505.484800608392,36912.79333134239,302421.2425127713,2477694.0369156934,20299393.288513243,166310029.30236197,1362554311.5223954,3.608456866
1.0,8.207142857,67.35719387520611,552.8101125804619,4536.991566742104,37235.73792925669,305599.020571223,2508094.8187873084,20584292.476688966,168938228.96645668,1386500179.1362853,3.365404884
1.0,8.214285714,67.4744897912245,554.2547375514943,4552.806772586059,37398.05563065612,307198.31409827585,2523414.722862352,20728049.50850549,170266120.95680138,1398614564.9536498,3.576474556
1.0,8.221428571,67.59188774805511,555.7018770996852,4568.663289345684,37560.938898305445,308804.57621211366,2538814.7657258185,20872684.251414917,171603282.65804437,1410824130.9222348,4.156454758
1.0,8.242857143,67.94469387990613,560.0584052769326,4616.481426434153,38052.99690140959,313665.41732134094,2585499.225679291,21311900.76061151,175670953.41551372,1448030573.1786876,3.376506081
1.0,8.25,68.0625,561.515625,4632.50390625,38218.1572265625,315299.7971191406,2601223.32623291,21460092.44142151,177045762.64172745,1460627541.7942514,3.73173473
1.0,8.257142857,68.18040816090613,562.9753702331706,4648.568056987755,38383.89052703481,316941.2674891754,2617029.322936771,21609184.980446905,178430127.40688884,1473323051.9913921,4.085712419
1.0,8.264285714,68.29841836262449,564.4376431630328,4664.6739508360815,38550.19829236256,318589.8530194391,2632917.57093391,21759183.067608695,179824105.77394924,1486117788.3804736,3.746706951
1.0,8.271428571,68.41653060515509,565.9024459761757,4680.821660046124,38717.08201466115,320245.57836181845,2648888.4265983645,21910091.413156945,181227756.10800812,1499012439.729998,3.666261295
1.0,8.278571429,68.53474490505509,567.3697810647924,4697.0112592009755,38884.543212112505,321908.46846551046,2664942.2497917223,22061914.76906073,182641137.27617928,1512007700.8146446,3.860649775
1.0,8.285714286,68.65306122922448,568.8396502046179,4713.242816143645,39052.58333510826,323578.54764491203,2681079.394864579,22214657.84392968,184064307.85605007,1525104265.145576,3.680409194
1.0,8.307142857,69.00862244660613,573.2644850287339,4762.1899719782305,39560.19240939599,328632.16979525954,2729994.3818951016,22678453.329210024,188393151.58155495,1565008823.4684327,4.021259049
1.0,8.321428571,69.2461734622551,576.2270862812315,4795.032539164722,39901.520770279996,332037.6549641579,2763027.6286665834,22992337.051648486,191329090.4556496,1592131359.7810862,3.90929264
1.0,8.328571429,69.3651020479551,577.7122070862683,4811.517382123226,40073.06619888837,333751.39421648736,2779672.3262603525,23150699.518473938,192812254.5709261,1605850634.5804899,3.788624655
1.0,8.335714286,69.48413265782449,579.1998772461467,4828.0446912101515,40245.20110596692,335472.4978019514,2796402.89248783,23310015.540322527,194305629.5463485,1619676212.059721,4.071826084
1.0,8.342857143,69.60326530850612,580.6900991551944,4844.614541606292,40417.92703352172,337200.9912568695,2813219.698534054,23470290.05674314,195809277.04818138,1633608825.6870859,3.540086748
1.0,8.35,69.7225,582.182875,4861.227006249999,40591.24550218749,338936.89994326554,2830123.114526267,23631528.00629433,197323258.85255763,1647649211.4188561,4.282110703
1.0,8.357142857,69.84183673230612,583.6782069671523,4877.882158142104,40765.15803520503,340680.24928838987,2847113.5118614463,23793734.34872107,198847637.0537698,1661798109.6352408,3.861999662
1.0,8.364285714,69.96127550542448,585.1760972432401,4894.580070345907,40939.66615842338,342431.0647848299,2864191.263209561,23956914.06502734,200382474.06563383,1676056265.1631565,3.163757516
1.0,8.371428571,70.0808163193551,586.6765480148522,4911.3208159871865,41114.77140030216,344189.3719906231,2881356.742516849,24121072.15754904,201927832.6228586,1690424427.2991042,3.703224548
1.0,8.378571429,70.20045919085511,588.1795616791792,4928.104470606914,41290.475316554264,345955.1967771113,2898610.327430778,24286213.673215855,203483776.00099552,1704903351.866977,3.817466407
1.0,8.392857143,70.44005102280613,591.1932853800429,4961.800788095531,41643.68518651061,349509.5006784489,2933383.309315483,24619467.060745433,206627669.97763053,1734196515.913203,3.899917911
1.0,8.414285714,70.80020407682449,595.7331457119088,5012.668897319995,42178.02829173177,354897.9808998064,2986213.010612686,25126849.474159256,211424490.56824663,1778986070.5781255,3.687179131
1.0,8.428571429,71.0408163337551,598.7725948435248,5046.797585366326,42537.2939359648,358528.6203356479,3021884.0858398303,25470165.867659375,214677112.3240448,1809421375.3946676,3.73704924
1.0,8.435714286,71.16127551502449,600.296188472074,5063.927132925223,42717.84245848033,360355.51389409986,3039856.1565953298,25643358.007576276,216320041.48552367,1824814064.3075447,3.434903754
1.0,8.45,71.40249999999999,603.3511249999999,5098.3170062499985,43080.77870281248,364032.58003876545,3076075.3013275675,25992836.296217944,219639466.7030416,1855953493.6407015,3.956110953
1.0,8.457142857,71.52326530370611,604.882472272554,5115.57747970433,43263.16954191153,365882.805262557,3094323.1530253557,26169132.9508581,221316095.8092329,1871701838.8121815,4.035616627
1.0,8.464285714,71.6441326482245,606.4164084662876,5132.881742916387,43446.177608218604,367740.86045715143,3112663.7116215345,26346474.98676437,223004091.84472802,1887570348.7648754,3.583631554
1.0,8.471428571,71.76510203355511,607.952935767789,5150.229869886575,43629.80446697475,369606.77210867335,3131097.3692765017,26524867.712671895,224703522.18312413,1903559837.82645,4.18689421
1.0,8.478571429,71.88617347665512,609.4920565793057,5167.621937115753,43814.05171190326,371480.56703327154,3149624.5220770156,26704316.484959967,226414454.7803553,1919671127.4133332,3.984351395
1.0,8.485714286,72.0073469436245,611.0337726564728,5185.058013859508,43998.92086194641,373362.2713268021,3168245.559651253,26884826.607088704,228136957.21640554,1935905037.0158234,3.609365879
1.0,8.492857143,72.12862245140613,612.5780864011747,5202.538176737487,44184.413516035165,375251.911938925,3186960.880734906,27066403.48041102,229871098.13392878,1952262397.755991,3.806659931
1.0,8.5,72.25,614.125,5220.0625,44370.53125,377149.515625,3205770.8828125,27249052.50390625,231616946.28320312,1968744043.4072266,3.72263461
1.0,8.514285714,72.49306121962448,617.226635506376,5255.243924992223,44744.648274146566,380968.71957852086,3243676.5265882723,27617588.711167667,235144041.01862252,2002083549.1770875,3.757686039
1.0,8.521428571,72.61474489065509,618.7813617871045,5272.90117553492,44932.65072926275,382890.37369510357,3262772.969966322,27803486.806957543,236925426.85022956,2018943101.5579166,4.057029505
1.0,8.528571429,72.7365306195551,620.3386968865212,5290.602886569476,45121.28462058136,384820.0988548673,3281965.7003985764,27990478.903377272,238718798.65937063,2035930325.8115118,3.954711952
1.0,8.535714286,72.85841837222448,621.8986425551612,5308.349127702097,45310.55148440242,386757.92161195225,3301255.1167268087,28178570.461575616,240524226.44792858,2053046075.8206828,3.683408624
1.0,8.542857143,72.98040816570614,623.4612011974583,5326.139976033068,45500.452938871946,388703.8693985776,3320641.6272033784,28367767.044297528,242341781.32533714,2070291217.6425006,3.731096696
1.0,8.55,73.1025,625.0263750000001,5343.975506250002,45690.990578437515,390657.9694456408,3340125.638760229,28558074.21139996,244171534.50746968,2087666620.038866,3.512781678
1.0,8.564285714,73.3469897910245,628.1645768321749,5379.780911404651,46073.98080399276,394590.73558674543,3379387.7996623153,28942042.65471386,247867922.44174457,2122811707.126693,3.347358826
1.0,8.571428571,73.4693877477551,629.7376092349855,5397.750936029988,46266.43659222944,396569.4564849953,3399166.76970143,29135715.167412616,249734701.42247856,2140583154.9427872,3.573408768
1.0,8.585714286,73.7144898008245,632.8915481681402,5433.826006595858,46653.27757246839,400551.71174266527,3439022.553790755,29526465.06995749,253505792.96621403,2176528308.2537823,3.589734914
1.0,8.6,73.96,636.0559999999999,5470.0815999999995,47042.701759999996,404567.235136,3479278.2221695995,29921792.710658554,257327417.31166357,2213015788.8803067,3.643262498
1.0,8.621428571,74.32903060485509,640.822428111431,5524.804790657485,47631.709871372106,410653.38437063014,3540418.820790795,30523467.97487189,263155898.88456398,2268779785.270567,3.475389538
1.0,8.628571429,74.45224490535512,642.4165132152581,5543.136771446977,47829.35157314669,412698.9764516498,3561002.5969882496,30726365.266967613,265124637.45957473,2287646871.90767,3.878949102
1.0,8.635714286,74.57556122942451,644.013239495409,5561.514332683643,48027.648774549896,414753.05264537095,3581688.8618917405,30930441.672645587,267106457.02475527,2306655046.8115244,3.518811661
1.0,8.642857143,74.69897959430614,645.61260936146,5579.937552430564,48226.603132518445,416815.6413665132,3602478.0432986952,31135703.089024793,269101433.84530514,2325805249.7014375,3.885388488
1.0,8.65,74.8225,647.2146250000001,5598.406506250001,48426.216279062515,418886.7708138908,3623370.5675401557,31342155.40922235,271109644.28977334,2345098423.1065397,3.457290808
1.0,8.657142857,74.94612244650612,648.8192885976179,5616.921269766689,48626.48984889206,420966.46925631893,3644366.862358852,31549804.550757438,273131165.1063359,2364535515.0244036,3.303424112
1.0,8.664285714,75.0698469338245,650.4266023409023,5635.481918667839,48827.425479419064,423054.7650327302,3665467.3569127107,31758656.45563214,275166073.4243674,2384117478.9482217,3.910839781
1.0,8.671428571,75.1936734619551,652.0365684164419,5654.088528703131,49029.02481075968,425151.68655228935,3686672.481778358,31968717.09041233,277214446.75601745,2403845273.894088,3.05132898
1.0,8.678571429,75.3176020482551,653.6491892367785,5672.74117829932,49231.289514100274,427257.2625898979,3707982.6719454383,32179992.47597276,279276363.28741217,2423719867.2211595,3.475390997
1.0,8.685714286,75.44163265802449,655.2644665369675,5691.439938108307,49434.22117833827,429371.5211059765,3729398.3548717303,32392488.569094285,281351900.72367394,2443742223.508868,3.101030224
1.0,8.692857143,75.56576530860612,656.8824027291782,5710.18488667534,49637.82147998637,431494.4910152583,3750919.968387137,32606211.440015458,283441138.02250665,2463913321.2789955,3.618933456
1.0,8.7,75.68999999999998,658.5029999999998,5728.976099999998,49842.09206999998,433626.2010089998,3772547.9487782978,32821167.154371187,285544154.2430293,2484234141.914355,3.406167775
1.0,8.707142857,75.8143367322061,660.126260536021,5747.813654144336,50047.03460204992,435766.67984927073,3794282.7337681833,33037361.802768067,287661028.8350966,2504705672.458782,3.163556979
1.0,8.714285714,75.9387755052245,661.752186523831,5766.697625232884,50252.65073252465,437915.9563690712,3816124.762519645,33254801.50086659,289791841.64090747,2525328905.6451106,3.150996969
1.0,8.721428571,76.06331631905512,663.3807801500179,5785.628089452636,50458.94212053237,440074.05947244633,3838074.475638947,33473492.389463358,291936672.8966168,2546104839.9232354,3.441859978
1.0,8.742857143,76.43755102290612,668.2825889540418,5842.699206379377,51081.884490894365,446601.61869911675,3904574.1521189352,34137134.0162262,298456085.9753115,2609358923.1410747,3.242730303
1.0,8.75,76.5625,669.921875,5861.81640625,51290.8935546875,448795.3186035156,3926959.0377807617,34360891.580581665,300657801.33008957,2630755761.6382837,3.301488305
1.0,8.764285714,76.81270407662448,673.2084849924695,5900.191507563083,51710.96413959925,453209.66426585603,3972058.985971978,34812259.82591953,305104591.4643627,2674023812.24692,3.107564361
1.0,8.771428571,76.93795917615509,674.8558133121584,5919.449562191708,51922.029014401785,455430.3687612148,3994774.948653185,35039883.1193316,307349831.9174058,2695897096.9723806,2.741517223
1.0,8.778571429,77.06331633405509,676.505826994125,5938.754724402642,52133.782547479794,457660.13395700493,4017602.176147276,35268807.6766147,309609747.4048257,2717931282.7079096,2.843733305
1.0,8.785714286,77.18877551522448,678.1585277629547,5958.107065539718,52346.226363229835,459898.98877761816,4040541.115820473,35499039.80443431,311884421.14910114,2740127414.470498,3.304343106
1.0,8.792857143,77.31433673720613,679.8139180360504,5977.506665114102,52559.362177678646,462146.96315552574,4063592.2260978227,35730585.931483515,314173937.7312202,2762486552.524397,3.198476946
1.0,8.8,77.44000000000001,681.4720000000002,5996.953600000003,52773.191680000025,464404.0867840003,4086755.963699203,35963452.480552986,316478381.8288663,2785009760.0940237,2.871397268
1.0,8.807142857,77.56576530360613,683.1327758413931,6016.447947134108,52987.71656211448,466670.3894287672,4110032.7868309757,36197645.90057423,318797838.5334577,2807698106.4669814,2.658013997
1.0,8.814285714,77.6916326480245,684.7962477468184,6035.989783515586,53202.938518691386,468945.9009281218,4133423.1551896036,36433172.66670453,321132393.351829,2830552667.023655,2.940274234
1.0,8.821428571,77.8176020332551,686.4624179028642,6055.579186206069,53418.859247151144,471230.65119304665,4156927.5299652773,36670039.28041216,323482132.20792013,2853574523.266946,3.229773733
1.0,8.835714286,78.06984694382449,689.8028619473835,6094.9010018321815,53852.80385364432,475827.988350801,4204280.154349814,37147818.22213494,328227508.1590488,2900124482.899089,2.876387639
1.0,8.842857143,78.19612245150611,691.4771399752035,6114.633566450939,54070.83110991825,478140.63510828716,4228129.330525873,37388743.651968524,330623318.87060577,2923654776.9173026,2.765959803
1.0,8.85,78.32249999999999,693.1541249999999,6134.414006249999,54289.56395531249,480462.6410045155,4252094.372889962,37631035.20007616,333034661.52067405,2947356754.4579654,2.98276165
1.0,8.864285714,78.57556121942447,696.5162247868767,6174.118820947523,54729.15326106365,485134.85139136296,4300373.932551972,38119743.21517844,337904295.20365465,2995280216.6729946,2.861729589
1.0,8.878571429,78.82903061985512,699.8891790372119,6214.016068466056,55171.585524829636,489844.8629333824,4349122.60468275,38613995.69915433,342837118.97404057,3043903849.3235908,1.92837758
1.0,8.885714286,78.9559183724245,701.5797318461024,6234.037046032961,55393.87203938833,492214.1201372488,4373674.039074472,38863217.89131136,345327450.4167562,3068481059.5161276,2.429666814
1.0,8.892857143,79.08290816580613,703.2730047715021,6254.106363961326,55616.87445183524,494592.9192403373,4398344.174743656,39113846.41174156,347833848.4528609,3093236723.7912035,2.866882978
1.0,8.9,79.21000000000001,704.969,6274.2241,55840.59449,496981.290961,4423133.4895529,39365888.05702081,350356403.70748526,3118171992.9966187,2.465178373
1.0,8.907142857,79.33719387500612,706.6677197181849,6294.390331960309,56065.03388449013,499379.2660916992,4448042.46290258,39619349.65107541,352895207.24356174,3143288024.4690256,2.323933739
1.0,8.914285714,79.46448979082449,708.3691661126455,6314.605137716049,56290.194368693185,501786.87549912493,4473071.575734546,39874238.04526994,355450350.5635851,3168585982.0652585,1.945334274
1.0,8.921428571,79.5918877474551,710.0733413699708,6334.868595203493,56516.077678779075,504204.150124315,4498221.310535837,40130560.11849548,358021925.6113787,3194067036.193791,2.273874698
1.0,8.928571429,79.7193877627551,711.7802479159075,6355.180785268508,56742.68558547818,506631.1213232306,4523492.154888829,40388322.813446045,360610025.13736326,3219732367.452433,2.193781227
1.0,8.935714286,79.84698980102448,713.4898874591107,6375.541780284908,56970.01976708172,509067.8195064145,4548884.587306337,40647532.99215845,363214741.24868655,3245583152.2616816,2.215060419
1.0,8.95,80.10249999999999,716.9173749999999,6416.410506249998,57426.874030937484,513970.5225768904,4600036.177063169,41170323.78471536,368474397.87320244,3297845860.965162,2.25033958
1.0,8.957142857,80.2304081607061,718.6352273708632,6436.9183936334975,57656.39761062619,516436.5900183722,4625796.3133765,41433918.40629725,371129526.2904862,3324260185.434622,2.595796994
1.0,8.964285714,80.3584183622245,720.3558217241244,6457.4754016783,57886.6544917712,518912.50989183853,4651679.999239292,41698988.56328032,373801647.4660632,3350864768.249695,1.860599416
1.0,8.971428571,80.48653060455511,722.0791602463717,6478.081608757987,58117.646430081055,521398.31366210536,4677687.728059432,41965541.32972846,376490856.48300725,3377660826.5719123,1.849710035
1.0,8.978571429,80.61474490565512,723.8052453660383,6498.737096203847,58349.375216558285,523894.03321939096,4703819.998487201,42233583.845576,379197249.2601647,3404649588.1627064,1.920481515
1.0,8.985714286,80.7430612296245,725.5340787864096,6519.441936730891,58581.84254763028,526399.6994804441,4730077.299767533,42503123.16640543,381920921.03598684,3431832276.275345,2.159347146
1.0,8.992857143,80.87147959440613,727.2656629355339,6540.196211788447,58815.05021980328,528915.3444850616,4756460.133694792,42774166.48869195,384661968.64370465,3459210132.3579817,2.682087903
1.0,9.0,81.0,729.0,6561.0,59049.0,531441.0,4782969.0,43046721.0,387420489.0,3486784401.0,2.453353373
1.0,9.007142857,81.12862244640613,730.7370921663968,6581.8533800515115,59283.69365795228,533976.6978678011,4809604.400004411,43320793.9164955,390196579.4845315,3514556333.729931,1.988761287
1.0,9.014285714,81.25734693362449,732.4769416213129,6602.756430691413,59519.13296620323,536522.4700069122,4836366.836623303,43596392.48303681,392990337.9417757,3542527189.0485806,1.861342724
1.0,9.021428571,81.38617346165509,734.2195505513372,6623.709230730612,59755.31970010957,539078.3484118076,4863256.814369773,43873523.97326591,395801862.6828745,3570698232.4623027,2.344958088
1.0,9.028571429,81.5151020485551,735.9649213876038,6644.71186198635,59992.25567106735,541644.3655130619,4890274.843150063,44152195.72882212,398631252.8848592,3599070740.502713,2.079095777
1.0,9.035714286,81.64413265822448,737.713055827998,6665.764397513756,60229.94259372522,544220.5527390828,4917421.423119347,44432415.00316193,401478607.0055509,3627645984.843436,1.870883276
1.0,9.042857143,81.77326530870614,739.4639563032675,6686.866919248044,60468.38228501258,546806.9426716807,4944697.0673806,44714189.195733815,404344025.162095,3656425256.166423,1.939787071
