tsne1,tsne2,label
37.55954,-2.3715315,0
-53.414867,-21.082987,0
-62.009384,56.01773,0
20.142033,-9.134138,0
32.091763,8.739966,0
-33.948246,29.498444,0
54.37704,-40.303646,0
34.26133,-11.693253,0
0.026115125,-41.361412,0
75.60145,-27.274376,0
-72.670616,-22.343414,0
28.228802,-26.45997,0
47.22136,-32.236553,0
61.766552,24.262386,0
-60.870747,59.3018,0
15.0811405,-74.70771,0
-49.93041,-32.17213,0
-53.1324,62.40567,0
-62.400703,-26.456514,0
-24.510374,14.5504055,0
-8.141219,-52.016743,0
-27.778528,12.97396,0
14.575913,-60.044975,0
-61.692345,-29.650486,0
-44.866608,54.78253,0
-39.9502,47.888924,0
43.001034,-40.14742,0
-47.326797,-38.21757,0
-45.32721,-46.389816,0
0.7902156,-76.62513,0
3.1514075,58.661484,0
0.5466289,-6.8345733,0
-52.480442,-53.206566,0
-12.057413,75.97056,0
-53.159412,34.563942,0
5.8102307,56.607784,0
25.342585,8.737794,0
75.793304,14.475399,0
-57.95605,12.804674,0
12.685437,11.8174,0
-43.027573,-49.62571,0
32.82871,1.8387113,0
-58.80906,-35.50662,0
60.2289,5.0598087,0
-53.67717,60.163734,0
-63.874985,20.367577,0
57.81181,22.285137,0
23.824413,4.486241,0
-29.958412,-17.501316,0
3.1379824,-19.39931,0
9.56351,-63.75405,0
-47.349014,53.810287,0
62.435207,-51.71527,0
59.011597,-32.84564,0
-11.78539,66.49063,0
16.63012,-60.47866,0
2.9198632,26.475517,0
33.643177,-7.833359,0
28.25954,13.8022785,0
-11.527721,-49.363678,0
10.739123,-58.59487,0
4.5199113,-8.319646,0
39.103077,-34.772545,0
81.98835,4.671396,0
0.6472096,17.47955,0
8.026233,-60.74491,0
-41.914253,21.93404,0
10.138603,-63.975735,0
33.210384,30.967087,0
0.5289114,-75.08558,0
26.359913,28.393042,0
-1.552194,1.0920589,0
-57.20885,16.426085,0
-2.0503404,70.20397,0
-46.95276,34.76716,0
30.76935,-5.1654615,0
50.485443,18.87252,0
54.885418,-34.350937,0
56.029797,-24.341593,0
24.026743,-16.303259,0
0.31349108,-70.27223,0
-61.865963,-25.037922,0
29.412117,-4.095376,0
0.32321727,-52.62154,0
7.3150945,-41.0767,0
-9.173998,64.26939,0
34.947426,25.311775,0
48.45242,13.834019,0
79.71597,9.009208,0
21.026052,19.819775,0
-43.280415,5.2371297,0
15.001594,23.51245,0
-63.685516,-15.718188,0
11.57924,61.819008,0
-9.008324,48.193737,0
67.20852,-33.076275,0
64.95085,27.710138,0
10.842626,-40.836594,0
-25.047712,69.87159,0
-42.010338,-42.722828,0
-17.194197,29.150444,0
-61.36717,67.513504,0
3.21408,43.85634,0
-49.179913,42.01976,0
20.302725,-31.518766,0
3.19415,68.49488,0
-8.273897,-4.9261236,0
11.158731,5.5916395,0
13.82321,43.143925,0
-55.521362,58.517384,0
-60.793114,-17.133694,0
-12.836222,-65.795876,0
-51.224285,-27.74163,0
14.128981,-53.333755,0
-7.894591,-49.629284,0
28.553152,37.64246,0
-48.83944,12.10835,0
21.647581,-2.7685041,0
56.892048,10.573998,0
33.466175,-11.861513,0
-9.614618,63.006042,0
-54.02808,-28.218174,0
-44.27492,2.4957042,0
-8.203066,50.61034,0
80.16086,23.901077,0
37.706154,1.044291,0
22.680197,19.758842,0
-28.885937,-20.469393,0
10.309679,7.2882,0
72.44597,-16.876743,0
29.450113,19.4111,0
-10.070578,12.957796,0
47.85943,-33.235306,0
-57.13707,50.41607,0
67.56725,-36.61242,0
36.763386,-47.88604,0
5.4490275,30.116161,0
4.046897,-40.275658,0
-51.81593,47.89858,0
-20.6247,53.46163,0
-63.239326,-16.272152,0
-67.35676,-12.959676,0
-42.549957,7.685125,0
-4.2576065,43.403057,0
66.72302,-22.830067,0
-17.47988,31.806385,0
-18.14405,69.03064,0
9.605901,-14.237787,0
60.217648,-25.769032,0
27.74411,-30.963177,0
33.499794,-4.742979,0
-15.286666,62.512882,0
-49.733334,34.303642,0
-5.171405,3.59925,0
-44.569115,52.38061,0
-50.82225,-27.909958,0
-42.981495,-40.980083,0
57.656006,-1.2451094,0
-46.300198,28.37355,0
-52.158627,-31.713886,0
-14.667466,49.702103,0
-14.616024,20.962893,0
25.169357,13.579099,0
3.2613373,54.74705,0
82.72758,-0.7375373,0
74.01083,-23.84813,0
1.7406945,-76.87044,0
20.175348,-48.43346,0
14.121278,10.190607,0
-56.943127,-46.149025,0
26.91554,16.34977,0
-70.763504,-16.95399,0
13.1163845,-48.436,0
64.671555,18.533875,0
14.727124,10.162476,0
-8.657118,-4.6442223,0
-60.899387,-18.28025,0
-7.197719,-53.49337,0
45.365303,-37.197517,0
-48.10643,55.00097,0
-61.580803,-12.744959,0
57.176502,-30.994944,0
9.955826,-51.492626,0
18.196012,9.251141,0
-5.375096,43.43317,0
60.52235,3.3434792,0
-73.76562,-8.329796,0
19.945028,-62.079605,0
6.934418,-42.63206,0
77.50466,10.094234,0
0.040914126,25.837141,0
-8.619422,58.903633,0
-43.226994,21.05716,0
50.921257,12.264202,0
-6.732016,-52.484325,0
31.037167,22.195885,0
-68.45309,-11.2482605,0
-25.273926,56.79065,0
-31.02051,64.9283,0
4.0536556,6.26901,0
-70.33201,-19.405088,0
63.466896,28.434805,0
9.779842,51.901745,0
-67.35507,-29.435083,0
-43.512997,54.587425,0
-24.773846,61.438114,0
-24.971212,-30.989712,0
-43.51263,29.871515,0
14.913648,-69.1095,0
72.13301,-18.512978,0
2.762869,12.911893,0
-35.152325,-50.684406,0
21.960478,8.4007,0
-47.85644,11.731956,0
22.200315,14.9033375,0
-4.1869607,37.290836,0
-34.25438,19.717407,0
-46.2035,-46.091408,0
3.5322824,9.167766,0
-52.388256,-34.541885,0
35.852047,31.634304,0
-5.1378036,1.6749264,0
-50.993156,-32.39757,0
-8.324805,-67.387344,0
22.06286,18.093103,0
-0.75474674,-5.3084903,0
62.76973,8.164817,0
69.281876,-28.75942,0
0.07167559,-41.96756,0
-58.05814,-28.637943,0
-56.012383,-18.258509,0
-64.951324,-7.3723145,0
-52.898144,-26.104137,0
-16.748053,-17.123137,0
26.586245,6.2303176,0
-5.31663,47.747704,0
52.690052,-31.429012,0
-29.966124,62.31056,0
3.209503,-13.832364,0
84.156105,13.746768,0
-7.3546815,64.36377,0
16.277008,-51.1602,0
26.084427,-33.23959,0
8.579838,53.423386,0
-0.16578656,22.075119,0
14.02859,-63.96166,0
-56.726173,-27.573689,0
-41.32548,57.680378,0
11.082925,-47.717327,0
-20.766981,25.218786,0
-43.65758,32.035007,0
-0.52961826,51.76705,0
13.688566,55.77908,0
82.68854,-11.75504,0
-43.024323,52.901543,0
